DataAcc	bamAcc	bamFinal	bname	fname	runID	sampleID	RPKMFile	hasRPKMFile	bamHeader	npkFile	alias	header	genome	RPKMFileSize	BamFileSize	blacklisted
100CS15	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP4-27-PIF4PIF4-FLAG_S15/WTTP4-27-PIF4PIF4-FLAG_S15_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP4-27-PIF4PIF4-FLAG_S15/WTTP4-27-PIF4PIF4-FLAG_S15_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	WTTP4-27-PIF4PIF4-FLAG_S15_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP4-27-PIF4PIF4-FLAG_S15/WTTP4-27-PIF4PIF4-FLAG_S15_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S15	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP4-27-PIF4PIF4-FLAG_S15/WTTP4-27-PIF4PIF4-FLAG_S15_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		WTTP4-27-PIF4PIF4-FLAG	100C_S15_WTTP4-27-PIF4PIF4-FLAG	Ath-TAIR10	37046924	418925303	False
100CS20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP5-27-PIF4PIF4-FLAG_S20/WTTP5-27-PIF4PIF4-FLAG_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP5-27-PIF4PIF4-FLAG_S20/WTTP5-27-PIF4PIF4-FLAG_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	WTTP5-27-PIF4PIF4-FLAG_S20_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP5-27-PIF4PIF4-FLAG_S20/WTTP5-27-PIF4PIF4-FLAG_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S20	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP5-27-PIF4PIF4-FLAG_S20/WTTP5-27-PIF4PIF4-FLAG_S20_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		WTTP5-27-PIF4PIF4-FLAG	100C_S20_WTTP5-27-PIF4PIF4-FLAG	Ath-TAIR10	38950082	461480283	False
100CS13	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S13/WTPT6-27-PIF4PIF4-FLAG_S13_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S13/WTPT6-27-PIF4PIF4-FLAG_S13_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	WTPT6-27-PIF4PIF4-FLAG_S13_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S13/WTPT6-27-PIF4PIF4-FLAG_S13_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S13	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S13/WTPT6-27-PIF4PIF4-FLAG_S13_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		WTPT6-27-PIF4PIF4-FLAG	100C_S13_WTPT6-27-PIF4PIF4-FLAG	Ath-TAIR10	40080669	499853198	False
100CS9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S9/WTTP6-27-PIF4PIF4-FLAG_S9_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S9/WTTP6-27-PIF4PIF4-FLAG_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	WTTP6-27-PIF4PIF4-FLAG_S9_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S9/WTTP6-27-PIF4PIF4-FLAG_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP6-27-PIF4PIF4-FLAG_S9/WTTP6-27-PIF4PIF4-FLAG_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		WTTP6-27-PIF4PIF4-FLAG	100C_S9_WTTP6-27-PIF4PIF4-FLAG	Ath-TAIR10	45923693	694263626	False
100CS14	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-22-PIF4PIF4-FLAG_S14/WTTP7-22-PIF4PIF4-FLAG_S14_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-22-PIF4PIF4-FLAG_S14/WTTP7-22-PIF4PIF4-FLAG_S14_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	WTTP7-22-PIF4PIF4-FLAG_S14_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-22-PIF4PIF4-FLAG_S14/WTTP7-22-PIF4PIF4-FLAG_S14_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S14	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-22-PIF4PIF4-FLAG_S14/WTTP7-22-PIF4PIF4-FLAG_S14_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		WTTP7-22-PIF4PIF4-FLAG	100C_S14_WTTP7-22-PIF4PIF4-FLAG	Ath-TAIR10	46441632	747758038	False
100CS3	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG-phybde_S3/MTP7-27-PIF4PIF4-FLAG-phybde_S3_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG-phybde_S3/MTP7-27-PIF4PIF4-FLAG-phybde_S3_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	MTP7-27-PIF4PIF4-FLAG-phybde_S3_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG-phybde_S3/MTP7-27-PIF4PIF4-FLAG-phybde_S3_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S3	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG-phybde_S3/MTP7-27-PIF4PIF4-FLAG-phybde_S3_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		MTP7-27-PIF4PIF4-FLAG-phybde	100C_S3_MTP7-27-PIF4PIF4-FLAG-phybde	Ath-TAIR10	44249466	655909584	False
100CS16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG_S16/WTTP7-27-PIF4PIF4-FLAG_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG_S16/WTTP7-27-PIF4PIF4-FLAG_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	WTTP7-27-PIF4PIF4-FLAG_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG_S16/WTTP7-27-PIF4PIF4-FLAG_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP7-27-PIF4PIF4-FLAG_S16/WTTP7-27-PIF4PIF4-FLAG_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		WTTP7-27-PIF4PIF4-FLAG	100C_S16_WTTP7-27-PIF4PIF4-FLAG	Ath-TAIR10	46634167	746856642	False
100CS1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-22-PIF4PIF4-FLAG-phybde_S1/MTP8-22-PIF4PIF4-FLAG-phybde_S1_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-22-PIF4PIF4-FLAG-phybde_S1/MTP8-22-PIF4PIF4-FLAG-phybde_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	MTP8-22-PIF4PIF4-FLAG-phybde_S1_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-22-PIF4PIF4-FLAG-phybde_S1/MTP8-22-PIF4PIF4-FLAG-phybde_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-22-PIF4PIF4-FLAG-phybde_S1/MTP8-22-PIF4PIF4-FLAG-phybde_S1_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		MTP8-22-PIF4PIF4-FLAG-phybde	100C_S1_MTP8-22-PIF4PIF4-FLAG-phybde	Ath-TAIR10	35092278	375700470	False
100CS4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG-phybde_S4/MTP8-27-PIF4PIF4-FLAG-phybde_S4_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG-phybde_S4/MTP8-27-PIF4PIF4-FLAG-phybde_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	MTP8-27-PIF4PIF4-FLAG-phybde_S4_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG-phybde_S4/MTP8-27-PIF4PIF4-FLAG-phybde_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG-phybde_S4/MTP8-27-PIF4PIF4-FLAG-phybde_S4_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		MTP8-27-PIF4PIF4-FLAG-phybde	100C_S4_MTP8-27-PIF4PIF4-FLAG-phybde	Ath-TAIR10	39523169	482495324	False
100CS21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG_S21/WTTP8-27-PIF4PIF4-FLAG_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG_S21/WTTP8-27-PIF4PIF4-FLAG_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	WTTP8-27-PIF4PIF4-FLAG_S21_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG_S21/WTTP8-27-PIF4PIF4-FLAG_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	100C	S21	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/100C_LIB_23062015/TP8-27-PIF4PIF4-FLAG_S21/WTTP8-27-PIF4PIF4-FLAG_S21_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		WTTP8-27-PIF4PIF4-FLAG	100C_S21_WTTP8-27-PIF4PIF4-FLAG	Ath-TAIR10	45900977	705342077	False
101CS11	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-03-14_S11/Bd-1411-03-14_S11_raw_bowtie2_BD31	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-03-14_S11/Bd-1411-03-14_S11_raw_bowtie2_BD31_sorted_rmdup_picard.bam	Bd-1411-03-14_S11_raw_bowtie2_BD31	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-03-14_S11/Bd-1411-03-14_S11_raw_bowtie2_BD31_sorted_rmdup_picard_RPKM.bw	101C	S11	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-03-14_S11/Bd-1411-03-14_S11_raw_bowtie2_BD31_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:Bd1	LN:75071545
@SQ	SN:Bd2	LN:59130575
@SQ	SN:Bd3	LN:59640145
@SQ	SN:Bd4	LN:48594894
@SQ	SN:Bd5	LN:28630136
@SQ	SN:scaffold_12	LN:23566
@SQ	SN:scaffold_14	LN:20560
@SQ	SN:scaffold_135	LN:3881
@SQ	SN:scaffold_180	LN:1933
@SQ	SN:Bd1_centromere_containing_Bradi1g41430	LN:46184
"		Bd-1411-03-14	101C_S11_Bd-1411-03-14	Bd21-v3-1	32011053	243589125	False
101CS10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-08-14_S10/Bd-1411-08-14_S10_raw_bowtie2_BD31	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-08-14_S10/Bd-1411-08-14_S10_raw_bowtie2_BD31_sorted_rmdup_picard.bam	Bd-1411-08-14_S10_raw_bowtie2_BD31	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-08-14_S10/Bd-1411-08-14_S10_raw_bowtie2_BD31_sorted_rmdup_picard_RPKM.bw	101C	S10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1411-08-14_S10/Bd-1411-08-14_S10_raw_bowtie2_BD31_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:Bd1	LN:75071545
@SQ	SN:Bd2	LN:59130575
@SQ	SN:Bd3	LN:59640145
@SQ	SN:Bd4	LN:48594894
@SQ	SN:Bd5	LN:28630136
@SQ	SN:scaffold_12	LN:23566
@SQ	SN:scaffold_14	LN:20560
@SQ	SN:scaffold_135	LN:3881
@SQ	SN:scaffold_180	LN:1933
@SQ	SN:Bd1_centromere_containing_Bradi1g41430	LN:46184
"		Bd-1411-08-14	101C_S10_Bd-1411-08-14	Bd21-v3-1	46753232	418337563	False
101CS22	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1722-08-14_S22/Bd-1722-08-14_S22_raw_bowtie2_BD31	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1722-08-14_S22/Bd-1722-08-14_S22_raw_bowtie2_BD31_sorted_rmdup_picard.bam	Bd-1722-08-14_S22_raw_bowtie2_BD31	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1722-08-14_S22/Bd-1722-08-14_S22_raw_bowtie2_BD31_sorted_rmdup_picard_RPKM.bw	101C	S22	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/Bd-1722-08-14_S22/Bd-1722-08-14_S22_raw_bowtie2_BD31_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:Bd1	LN:75071545
@SQ	SN:Bd2	LN:59130575
@SQ	SN:Bd3	LN:59640145
@SQ	SN:Bd4	LN:48594894
@SQ	SN:Bd5	LN:28630136
@SQ	SN:scaffold_12	LN:23566
@SQ	SN:scaffold_14	LN:20560
@SQ	SN:scaffold_135	LN:3881
@SQ	SN:scaffold_180	LN:1933
@SQ	SN:Bd1_centromere_containing_Bradi1g41430	LN:46184
"		Bd-1722-08-14	101C_S22_Bd-1722-08-14	Bd21-v3-1	78156224	840062303	False
101CS9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-LD3_S9_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-LD3_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	HOS1FLAG-LD3_S9_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-LD3_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	101C	S9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-LD3_S9_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		HOS1FLAG-LD3	101C_S9_HOS1FLAG-LD3	Ath-TAIR10	34416634	366503649	False
101CS16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-SD3_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-SD3_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	HOS1FLAG-SD3_S16_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-SD3_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	101C	S16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1FLAG-SD3_S16_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		HOS1FLAG-SD3	101C_S16_HOS1FLAG-SD3	Ath-TAIR10	46292162	718730132	False
101CS23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1-myc-phybde-SD-3_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1-myc-phybde-SD-3_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	HOS1-myc-phybde-SD-3_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1-myc-phybde-SD-3_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	101C	S23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/101C/HOS1/HOS1-myc-phybde-SD-3_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		HOS1-myc-phybde-SD-3	101C_S23_HOS1-myc-phybde-SD-3	Ath-TAIR10	38167704	454563448	False
102CS23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP-1-1H-22-phyB-myc-838_S23/TP-1-1H-22-phyB-myc-838_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP-1-1H-22-phyB-myc-838_S23/TP-1-1H-22-phyB-myc-838_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP-1-1H-22-phyB-myc-838_S23_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP-1-1H-22-phyB-myc-838_S23/TP-1-1H-22-phyB-myc-838_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	102C	S23	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP-1-1H-22-phyB-myc-838_S23/TP-1-1H-22-phyB-myc-838_S23_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP-1-1H-22-phyB-myc-838	102C_S23_TP-1-1H-22-phyB-myc-838	Ath-TAIR10	32535652	341041414	False
102CS17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP1-22gELF3-5myc-elf3-1_S17/TP1-22gELF3-5myc-elf3-1_S17_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP1-22gELF3-5myc-elf3-1_S17/TP1-22gELF3-5myc-elf3-1_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard.bam	TP1-22gELF3-5myc-elf3-1_S17_raw_bowtie2_TAIR10_ensembl_nomixed	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP1-22gELF3-5myc-elf3-1_S17/TP1-22gELF3-5myc-elf3-1_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	102C	S17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/102C/TP1-22gELF3-5myc-elf3-1_S17/TP1-22gELF3-5myc-elf3-1_S17_raw_bowtie2_TAIR10_ensembl_nomixed_sorted_rmdup_picard_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		TP1-22gELF3-5myc-elf3-1	102C_S17_TP1-22gELF3-5myc-elf3-1	Ath-TAIR10	36435812	417596607	False
